0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	4	0	0	3	0	8	0	0	0	0	0	
0	0	0	0	0	0	0	0	3	0	0	1	5	6	3	0	0	2	4	4	0	0	6	5	0	0	0	0	
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	7	10	0	1	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	7	3	0	12	12	0	0	15	0	0	0	0	14	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	8	8	0	0	0	1	2	0	6	2	7	0	5	0	10	0	0	0	0	
0	0	0	0	0	0	0	0	19	0	0	19	83	171	240	255	248	195	42	0	0	22	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	68	191	247	251	224	180	214	238	91	27	0	0	0	3	0	0	0	0	
0	0	0	0	0	0	0	0	0	47	192	255	135	10	1	29	236	251	54	0	0	10	1	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	213	245	127	1	7	0	172	250	166	0	10	0	6	3	0	0	0	0	0	
0	0	0	0	0	0	0	0	26	255	191	5	8	0	169	243	243	37	2	3	11	0	2	2	0	0	0	0	
0	0	0	0	0	0	0	0	197	254	19	0	0	177	245	255	89	4	0	0	0	28	8	0	0	0	0	0	
0	0	0	0	0	0	0	0	244	92	0	0	83	246	240	153	0	12	11	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	11	4	0	0	12	186	255	174	19	0	2	7	12	0	11	3	0	0	0	0	
0	0	0	0	0	0	0	0	12	0	0	19	0	3	78	160	233	112	20	0	0	16	0	2	0	0	0	0	
0	0	0	0	0	0	0	0	0	7	11	0	0	10	0	10	25	159	232	67	4	0	19	0	0	0	0	0	
0	0	0	0	0	0	0	0	7	0	0	0	17	0	10	0	0	10	79	229	86	0	1	6	0	0	0	0	
0	5	6	0	0	7	6	0	3	0	0	5	4	0	0	3	4	1	0	81	251	38	0	8	0	0	0	0	
0	3	4	0	0	0	0	2	0	0	0	0	0	0	2	7	1	0	19	131	255	44	8	0	0	0	0	0	
0	0	0	4	9	6	3	4	9	8	4	1	6	10	3	0	14	0	61	255	240	50	0	5	0	0	0	0	
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	119	254	251	116	0	11	0	0	0	0	0	
0	6	7	0	0	0	7	8	10	2	0	6	6	0	0	5	147	255	244	189	11	4	0	0	0	0	0	0	
0	0	0	2	8	9	0	0	0	0	2	0	0	35	126	205	253	255	186	48	0	0	20	1	0	0	0	0	
11	0	0	0	0	0	0	8	7	11	29	79	165	238	254	235	207	94	0	4	0	3	0	9	0	0	0	0	
0	0	0	7	0	0	82	181	212	247	255	246	245	255	231	186	33	0	8	0	3	1	5	0	0	0	0	0	
0	9	0	2	9	0	35	160	198	179	166	163	142	90	31	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	11	0	0	3	0	0	9	8	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	9	1	0	5	15	3	0	3	0	0	2	5	3	6	12	0	0	0	0	0	0	0	0	0	0	0	0	
3	2	6	5	0	0	2	7	1	0	3	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
