0	4	0	8	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	10	3	5	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	6	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	7	0	4	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	14	0	8	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	11	125	117	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	5	0	255	237	41	6	5	3	0	3	0	4	8	0	7	3	1	0	19	26	140	12	3	0	0	0	0	
0	10	0	221	255	131	4	0	0	0	3	0	0	0	0	0	1	0	17	93	242	255	157	0	0	0	0	0	
0	0	13	98	247	251	169	56	28	0	0	16	3	0	12	45	85	158	228	255	255	246	206	14	0	0	0	0	
6	0	0	0	185	240	254	244	243	230	212	211	142	107	159	224	255	255	246	248	243	242	156	0	0	0	0	0	
0	9	6	0	0	130	242	244	245	255	252	255	245	255	255	250	168	223	251	255	241	116	27	0	0	0	0	0	
6	0	0	19	2	0	63	141	238	230	218	246	254	247	143	96	189	243	246	240	81	0	5	3	0	0	0	0	
9	0	9	0	3	0	20	1	1	7	44	91	78	59	10	110	248	255	240	143	0	0	25	0	0	0	0	0	
0	8	8	0	0	8	0	1	1	0	4	7	0	4	9	188	253	254	244	2	6	3	0	7	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	3	1	2	4	45	247	255	231	69	0	0	8	3	0	0	0	0	0	
0	0	0	0	0	0	0	0	2	0	0	9	2	0	181	249	228	105	0	3	7	0	0	6	0	0	0	0	
0	0	0	0	0	0	0	0	2	4	0	1	0	13	255	254	142	9	0	13	0	0	9	0	0	0	0	0	
0	0	0	0	0	0	0	0	2	6	0	0	11	142	240	255	104	0	15	6	0	2	16	0	0	0	0	0	
0	0	0	0	0	0	0	0	4	0	2	0	45	252	234	255	116	0	0	0	0	6	1	4	0	0	0	0	
0	0	0	0	0	0	0	0	6	0	13	0	15	225	255	255	62	0	2	0	6	6	0	11	0	0	0	0	
0	0	0	0	0	0	0	0	3	0	12	0	0	200	255	229	0	0	14	6	0	8	0	2	0	0	0	0	
0	0	0	0	0	0	0	0	0	8	0	2	52	255	246	171	15	0	0	3	0	8	0	4	0	0	0	0	
0	0	0	0	0	0	0	0	11	0	0	0	63	245	255	74	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	13	27	0	28	200	224	53	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	8	0	0	2	0	27	44	2	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	11	0	9	13	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	
