0	0	0	0	0	0	0	0	3	0	0	10	0	9	0	3	1	0	3	0	4	4	15	0	0	0	6	0	
0	0	0	0	0	0	0	0	0	24	0	0	0	0	24	5	12	0	9	10	8	0	0	6	6	2	14	0	
0	0	0	0	0	0	0	0	2	0	0	9	7	14	0	0	1	0	0	0	4	3	6	0	0	0	0	0	
0	0	0	0	0	0	0	0	3	0	17	0	0	19	0	10	0	10	14	0	0	1	6	0	10	9	0	1	
0	0	0	0	0	0	0	0	4	0	0	12	8	0	10	0	5	1	0	0	7	0	0	0	0	5	0	1	
0	0	0	0	0	0	0	0	10	4	0	12	0	13	0	5	0	10	0	0	3	9	0	8	0	14	0	1	
0	0	0	0	0	0	0	0	0	1	0	0	133	255	76	0	17	105	136	134	133	173	204	250	140	98	10	14	
0	0	0	0	0	0	0	0	0	3	5	0	255	254	245	255	245	255	246	253	255	255	242	255	248	143	0	0	
0	8	0	8	16	0	0	5	5	0	1	177	255	255	243	255	255	247	255	255	239	255	246	128	0	0	0	0	
10	0	6	0	0	0	0	0	0	3	2	255	252	255	255	236	251	132	124	127	22	0	13	1	0	0	0	0	
2	0	11	0	0	2	16	0	0	10	0	2	243	254	146	7	7	0	4	7	0	0	7	0	0	0	0	0	
0	6	0	5	5	0	6	0	0	2	0	0	140	246	123	0	0	4	0	0	16	13	0	0	0	0	0	0	
0	7	0	0	6	3	0	17	5	0	14	0	125	255	255	0	18	0	0	8	0	0	3	9	0	0	0	0	
0	0	10	0	4	14	0	7	0	0	0	7	67	248	228	78	0	3	10	0	0	6	6	0	0	0	0	0	
6	0	15	0	0	0	23	0	3	12	13	0	0	255	255	124	0	11	0	0	16	1	0	5	0	0	0	0	
0	5	0	0	15	3	180	73	0	2	0	0	6	141	242	136	4	0	4	1	0	4	13	0	0	0	0	0	
5	0	6	8	0	2	197	249	129	0	0	13	0	64	253	255	0	0	10	2	1	6	0	1	0	0	0	0	
1	6	0	0	0	3	111	255	245	185	87	0	0	6	255	245	61	0	0	0	0	8	0	7	0	0	0	0	
0	7	0	1	5	6	4	173	255	255	241	10	4	0	193	255	142	0	11	5	9	8	0	0	0	0	0	0	
0	0	3	9	0	11	0	31	183	255	237	255	71	23	52	253	191	0	0	0	0	0	2	9	0	0	0	0	
10	0	0	0	0	8	2	0	10	66	255	247	243	183	177	255	250	13	10	7	6	0	0	0	0	0	0	0	
0	10	0	0	13	0	6	4	0	22	47	255	255	255	247	255	245	19	0	0	2	8	4	0	0	0	0	0	
0	9	3	1	17	0	0	3	7	0	7	75	181	242	255	240	255	93	19	1	0	0	0	5	0	0	0	0	
0	0	4	0	0	1	8	0	0	8	0	0	71	193	253	255	116	13	0	9	4	0	0	3	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
